Link,URL
       Adam Rickfors feat Marylin - Colors (Official Music Video)     ,/watch?v=aqYvu_rCy_k&index=1&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Dillon Francis - Without You ft. T.E.E.D. [Official Music Video]     ,/watch?v=Do1xw0hMdcs&index=2&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       CLMD vs. Kish feat. Fröder - The Stockholm Syndrome     ,/watch?v=3vozw18HiwM&index=3&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Gareth Emery feat. Christina Novelli - Concrete Angel [Official Music Video]     ,/watch?v=0dFz10R529g&index=4&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Zedd - Stay The Night ft. Hayley Williams     ,/watch?v=i-gyZ35074k&index=5&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Avicii - You Make Me (Official)     ,/watch?v=2GADx4Hy-Gg&index=6&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Avicii - Levels     ,/watch?v=_ovdm2yX4MA&index=7&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Nicky Romero - Toulouse     ,/watch?v=KrVC5dm5fFc&index=8&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Martin Garrix - Animals (Official Video)     ,/watch?v=gCYcHz2k5x0&index=9&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Calvin Harris - I Need Your Love ft. Ellie Goulding     ,/watch?v=AtKZKl7Bgu0&index=10&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
"       Destructo - ""Higher"" (Official Video)     ",/watch?v=Gxvt6y_5TmI&index=11&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Destructo - Technology (Official Video)     ,/watch?v=okzPYiPMCD8&index=12&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Kaskade - Atmosphere (Official Video)     ,/watch?v=sXQVicNodMw&index=13&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       [Deleted Video]     ,/watch?v=K2wt0Cj49EE&index=14&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
"       Die Antwoord - ""Fatty Boom Boom"" (Official Video)     ",/watch?v=AIXUgtNC4Kc&index=15&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       [Private Video]     ,/watch?v=R1J1Q4uqnC4&index=16&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       'I FINK U FREEKY' by DIE ANTWOORD (Official)     ,/watch?v=8Uee_mcxvrw&index=17&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       AZEALIA BANKS - 212 FT. LAZY JAY     ,/watch?v=i3Jv9fNPjgk&index=18&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Iggy Azalea - Work (Explicit)     ,/watch?v=_zR6ROjoOX0&index=19&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       SchoolBoy Q - Collard Greens (Explicit) ft. Kendrick Lamar     ,/watch?v=_L2vJEb6lVE&index=20&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Above & Beyond feat. Zoë Johnston -  Love Is Not Enough (OFFICIAL MUSIC VIDEO)     ,/watch?v=AkI6bCEHoSQ&index=21&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       About You [directed by VASH]     ,/watch?v=lG5aSZBAuPs&index=22&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Bloom - Dpat [directed by VASH]     ,/watch?v=B4qinckhG7Y&index=23&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       SAMI - Crazy [directed by VASH]     ,/watch?v=_0Kyl4uaf1w&index=24&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Sleepyhead - Rainbow Thorns [directed by VASH] HD     ,/watch?v=IAMSIxkcz0M&index=25&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       The Zone [directed by VASH]     ,/watch?v=2Kd_CPEnD40&index=26&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Destructo feat: Oliver LA Funky     ,/watch?v=2osxs39qw08&index=27&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       CAZZETTE - Beam Me Up(Official Director Cut)     ,/watch?v=mp-IZEFqrG0&index=28&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Calvin Harris - Bounce ft. Kelis     ,/watch?v=ooZwmeUfuXg&index=29&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Tim Berg - Seek Bromance (Official Video HD)     ,/watch?v=Jrd25gjyDhE&index=30&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Justice - D.A.N.C.E. (Official Video)     ,/watch?v=sy1dYFGkPUE&index=31&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       M83 'Midnight City' Official video     ,/watch?v=dX3k_QDnzHE&index=32&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Martin Solveig - The Night Out (Official Music Video)     ,/watch?v=KUlv7qraZaM&index=33&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Avicii - Silhouettes     ,/watch?v=6VJBBUqr1wM&index=34&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Calvin Harris - Sweet Nothing ft. Florence Welch     ,/watch?v=17ozSeGw-fY&index=35&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Calvin Harris - Thinking About You ft. Ayah Marar     ,/watch?v=cl3b7dDBLpo&index=36&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Michael Christmas - Michael Cera [Official Video]     ,/watch?v=4OPUFvf8oUs&index=37&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Mat Zo feat. Linnea Schossow - The Sky (OFFICIAL MUSIC VIDEO)     ,/watch?v=iMCcnA9ifqg&index=38&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Mat Zo & Porter Robinson - Easy (Official Video)     ,/watch?v=at3FPJaAwoY&index=39&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Mat Zo - Pyramid Scheme ft. Chuck D.     ,/watch?v=B0bXdMQlrEY&index=40&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Madeon - The City (Official Video)     ,/watch?v=iqUBmeFn7qM&index=41&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Diplo feat. Nicky Da B - Express Yourself [Official Video]     ,/watch?v=BKaL7WL-onI&index=42&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       DJ Fresh VS Diplo Feat. Dominique Young Unique - 'Earthquake' (Official Video)     ,/watch?v=UJ30WRNXBZ8&index=43&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Dillon Francis I.D.G.A.F.O.S (Official Music Video)     ,/watch?v=HSe-l0HFvx4&index=44&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
"       Skrillex & Damian ""Jr. Gong"" Marley - Make It Bun Dem [OFFICIAL VIDEO]     ",/watch?v=BGpzGu9Yp6Y&index=45&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       SKRILLEX - Bangarang feat. Sirah [Official Music Video]     ,/watch?v=YJVmu6yttiw&index=46&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       The M Machine - Glow [OFFICIAL]     ,/watch?v=qAjpYg902P0&index=47&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Seven Lions - Days to Come ft. Fiora [Official Music Video]     ,/watch?v=4HVjldqWx4w&index=48&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Morgan Page - Fight For You [Official Music Video]     ,/watch?v=2aSOQRih6WY&index=49&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Cherub - Doses and Mimosas     ,/watch?v=XlZtvEM5mf4&index=50&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       deadmau5 feat. Rob Swire - Ghosts N Stuff     ,/watch?v=h7ArUgxtlJs&index=51&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       deadmau5 feat. Chris James - The Veldt (Official Video)     ,/watch?v=xvtNS6hbVy4&index=52&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Deadmau5 FT. Kaskade - I Remember     ,/watch?v=8Xo8At6XEqE&index=53&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Cashmere Cat - Mirror Maru (Unofficial Video)     ,/watch?v=IicEtxmn7co&index=54&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
"       Radical Something - ""Be Easy"" ft. Kinetics (Official Video)     ",/watch?v=SfIBy2I13CQ&index=55&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       [Private Video]     ,/watch?v=L-hSHO_Lh0M&index=56&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Dream Koala - Odyssey     ,/watch?v=02eupttyYDU&index=57&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Nero - Choices (Music Video) HD     ,/watch?v=OV4G5ei9W5E&index=58&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Purity Ring - Fineshrine     ,/watch?v=Xqw4wo8vdY8&index=59&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Knife Party - Internet Friends [Music Video]     ,/watch?v=fPslvBVqJp8&index=60&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       HALFNOISE - Free The House (Official Music Video)     ,/watch?v=vpUS1R24JOs&index=61&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Avicii - Hey Brother     ,/watch?v=6Cp6mKbRTQY&index=62&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Designer Drugs & Alvin Risk - Empty Hearted (Official Video)     ,/watch?v=Q-8MMpbSeww&index=63&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Dimitri Vegas & Like Mike vs DVBBS & Borgeous - Stampede (Official Music Video)     ,/watch?v=XVYHt5in2Hw&index=64&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Yellow Claw - Shotgun ft. Rochelle (Official Music Video)     ,/watch?v=Fczta5pF7-A&index=65&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Klingande - Jubel (Official Music Video)     ,/watch?v=l5ojX-Z9hNk&index=66&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       New World Sound & Thomas Newson - Flute (Official Music Video)     ,/watch?v=4jd6_uQuO0I&index=67&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       A-Minor - Thinking Bout The Things (Official Music Video)     ,/watch?v=HDNSNx1vwj8&index=68&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Storm Queen - Look Right Through (MK Remix) (Official Music Video)     ,/watch?v=4iYGo253S3w&index=69&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Don Diablo - Origins (Official Music Video)     ,/watch?v=Z7yjP-6Uxe8&index=70&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Leon Bolier - Spell (Official Music Video)     ,/watch?v=lLp_3aMaE8Q&index=71&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Don Diablo - Edge Of The Earth (Official Music Video)     ,/watch?v=Ot6pkEkh8gM&index=72&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Ray Foxx ft. Rachel K Collier - Boom Boom (Heartbeat)     ,/watch?v=SNts9ywN40o&index=73&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Parra for Cuva ft. Anna Naklab - Wicked Games (Official Music Video)     ,/watch?v=Vh5j7zDpy-4&index=74&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Showtek ft. We Are Loud & Sonny Wilson - Booyah (Official Music Video)     ,/watch?v=QCyIY10KBnk&index=75&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       R3hab & NERVO & Ummet Ozcan - Revolution (Official Music Video)     ,/watch?v=TWwIztjs29Y&index=76&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Sidney Samson - Riverside (Official Music Video)     ,/watch?v=V775PPuBc7Y&index=77&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       NERVO & Hook N Sling - Reason (Official Music Video)     ,/watch?v=0IZgpyeJ7U4&index=78&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Cedric Gervais - Molly (Official Music Video) [HD]     ,/watch?v=reAZiJlEuL8&index=79&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Bingo Players & Far East Movement - Get Up (Rattle) [Music Video]     ,/watch?v=oave-jKePH0&index=80&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Martin Solveig & Dragonette ft. Idoling - Big In Japan (Official Music Video) [HD]     ,/watch?v=jsMfSKX1KTw&index=81&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
"       Starkillers, Dmitry KO & Amba Shepherd - Let The Love (Official Music Video) [OUT NOW]     ",/watch?v=4SU5ZnQlnqI&index=82&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Sander van Doorn - Chasin (Official Music Video) [HD]     ,/watch?v=0jfovV5K0fk&index=83&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Daddy's Groove - Stellar (Official Music Video) [OUT NOW]     ,/watch?v=YdAFEIpOe8Q&index=84&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Showtek & Noisecontrollers - Get Loose (Tiësto Remix) [Official Video]     ,/watch?v=ja_Y6MvLeJs&index=85&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Chrizzo & Maxim feat. Amanda Wilson - Runaway (Official Music Video) [HD]     ,/watch?v=sm_z0RdiQ7U&index=86&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       DJ Fresh ft. Sian Evans - Louder (Official Music Video) [HD]     ,/watch?v=Og9352G3w-k&index=87&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Ian Carey & Doron feat. Ray J and Kardinal Offishall - Baddest Chick (Official Music Video)     ,/watch?v=hNdxbKyo1tU&index=88&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Sander van Doorn - Neon (Official Music Video)     ,/watch?v=g1l21p3fnwY&index=89&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Bingo Players - Out Of My Mind (Official Music Video)     ,/watch?v=CB3yylTpmUQ&index=90&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Laidback Luke feat. Martel - We Are The Stars (Official Music Video)     ,/watch?v=lRihiIrSMXo&index=91&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Hard Rock Sofa & DJ Squire ft. Max'C - Just Can't Stay Away (Official Video)     ,/watch?v=vtdksMCwgJU&index=92&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Pascal & Pearce ft. Juliet Harding - Disco Sun (Official Music Video) [HD]     ,/watch?v=UGrO4vzt79I&index=93&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Cedric Gervais & Howard Jones - Things Can Only Get Better (Official Music Video) [OUT NOW]     ,/watch?v=A87CmYw66Y8&index=94&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Eric Prydz - Call On Me (Official Music Video) [HD]     ,/watch?v=QQSYo_pC-QA&index=95&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       MaRLo ft. Jano - The Island (Official Music Video) [HD]     ,/watch?v=ndyIMkNQgUM&index=96&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Eric Prydz - Pjanoo (Official Music Video)     ,/watch?v=569whrknxQE&index=97&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Style of Eye & Tom Staar - After Dark (Official Music Video)     ,/watch?v=sJ6uV77fp40&index=98&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Basto - Live Tonight (Gregory's Theme - Vocal Version) (Official Music Video) [HD]     ,/watch?v=to8sM3TPYuU&index=99&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
       Birdy Nam Nam - Defiant Order [Official Video]     ,/watch?v=YJLTn10E0OY&index=100&list=PLugvAD1Oxz8vFqUBFSlE4bYYaSaq5kp2a
