,filename,author,description,viewcount,rating,likes,dislikes,duration,length,keywords,published,colors_1_red,colors_1_blue,colors_1_green,colors_2_red,colors_2_blue,colors_2_green,colors_3_red,colors_3_blue,colors_3_green,colors_4_red,colors_4_blue,colors_4_green,colors_5_red,colors_5_blue,colors_5_green,colors_6_red,colors_6_blue,colors_6_green,colors_7_red,colors_7_blue,colors_7_green,colors_8_red,colors_8_blue,colors_8_green,colors_9_red,colors_9_blue,colors_9_green,colors_10_red,colors_10_blue,colors_10_green,genre
0,Incubus - Make A Move.3gp,IncubusVEVO,Music video by Incubus performing Make A Move. (C) 2005 SONY BMG MUSIC ENTERTAINMENT,1322067,4.95610904694,3335,37,00:03:22,202,"[Make A Move, Epic/Immortal, Alternative, Incubus]",2009-10-25 06:51:18,0,20,10,0,20,20,170,140,80,190,160,90,160,140,80,220,180,100,100,100,50,130,120,60,180,150,80,0,20,10,rock
1,Papa Roach - Broken Home.3gp,PapaRoachVEVO,Music video by Papa Roach performing Broken Home. (C) 2000 SKG Music L.L.C.,8982558,4.91013288498,32241,741,00:03:45,225,"[Papa, Roach, DreamWorks, Pop]",2009-10-06 17:23:51,20,10,0,30,20,10,40,40,20,40,30,10,40,30,20,30,20,0,50,50,30,30,30,10,60,60,40,50,40,30,rock
2,SOiL - Redefine.3gp,SOiLVEVO,"SOiL's official music video for 'Redefine'. Click to listen to SOiL on Spotify: http://smarturl.it/SOSpot?IQid=Red

As featured on Redefine. Click to buy the track or album via iTunes: http://smarturl.it/SOILREiTunes?IQid=Red
Google Play: http://smarturl.it/SOILREplay?IQid=Red
Amazon: http://smarturl.it/SOILREamz?IQid=Red

More from SOiL
Halo: https://youtu.be/RFc-2aNZ6VY
Unreal: https://youtu.be/wdTl5R1YzaA

More great Ultimate Metal videos here: http://smarturl.it/UMPlaylist?IQid=Red

Follow SOiL
Website: http://www.soiltheband.com/
Facebook: https://www.facebook.com/SOiLmusic
Twitter: https://twitter.com/soiltheband

Subscribe to SOiL on YouTube: http://smarturl.it/SOSub?IQid=Red

---------

Lyrics:

FIRST SIGHT
Turns me aroundagain
Brings me face to face with my sin
I've got it, always had it
A reason to look within now
TAKE FLIGHT
To your sun again
Burns the sin straight from my hands
I've got it, always had it
A reason to live within now

Every time I fall
You catch me
And every time I lose control
You help me, you save me
And every time I lose myself
You find me, redefine me",1949245,4.95484781265,6394,73,00:03:26,206,"[Redefine Official Video, Redefine Lyrics, Shine On, hq, official, soil, halo, Breaking Me Down, cover, karaoke, download, music, Pride, playlist, SOiLVEVO, Redefine, Unreal, audio, lyrics, live, music video, Testing, vevo, SOiL Redefine, Sony, J Records, soil live, Rock, soil lyrics, album, acoustic, soil unreal live, official video, soil unreal, single, soil halo, soil official, Redefine Live, instrumental, Mechanics, soil halo live, SOiL]",2009-10-25 08:21:35,0,20,10,20,50,40,10,30,20,10,40,30,30,60,50,50,80,70,40,70,60,0,30,20,30,50,40,40,60,50,rock
3,Killswitch Engage - My Curse [OFFICIAL VIDEO].3gp,Roadrunner Records,"Killswitch Engage's new album Disarm the Descent is available now on Roadrunner Records. 

- CD: http://smarturl.it/DisarmDescentCD
- iTunes: http://smarturl.it/kse-disarm
- Stream: http://smarturl.it/DisarmDescentStream

Site: http://www.killswitchengage.com/
Facebook: https://www.facebook.com/killswitchengage
Twitter: https://twitter.com/kseofficial
Instagram: http://instagram.com/killswitchengage

LYRICS

I watched you walk away
Hopeless, with nothing to say
I strain my eyes
Hoping to see you again

This is my curse (the longing)
This is my curse (time)
This is my curse (the yearning)
This is my curse

There is love burning to find you
Will you wait for me?
Will you be there?

Your silence haunts me
But still I hunger for you

This is my curse (the wanting)
This is my curse (time)
This is my curse (the needing)
This is my curse

There is love burning to find you
Will you wait for me?

And still I want
And still I ache
But still I wait
To see you again

Dying, inside, these walls [2x]

And I see your face in these tears
In these tears
And I see your face...

There is love",16982480,4.91373443604,80665,1778,00:04:04,244,"[Killswitch Engage (Musical Group), My Curse (Composition), Killswitch Engage (Musical Album), Roadrunner Records (Record Label), Howard Jones (Musical Artist), Adam Dutkiewicz (Record Producer), Mike D'Antonio (Musical Artist), Joel Stroetzel (Musical Artist), heavy metal, metalcore, Heavy Metal (Musical Genre), Metalcore (Musical Genre), Alternative Rock (Musical Genre), My Curse (Musical Recording), The End Of Heartache (Musical Album)]",2006-11-06 16:44:54,20,10,0,30,20,10,100,100,80,80,80,60,60,60,40,20,20,0,90,90,70,40,40,20,70,70,50,50,50,30,rock
4,A Day To Remember - Have Faith In Me.mp4,ADayToRememberVEVO,"A Day To Remember ""Have Faith In Me"" is from their album, Homesick, available now.
 
iTunes: http://bit.ly/UiufQN
Amazon: http://amzn.to/15g8ofR
Direct (CD / Vinyl): http://bit.ly/1avir7s 
Spotify: http://spoti.fi/7guuh9 

Directed by Mark Staubach
© Another Victory 2010",16292552,4.94859647751,104085,1355,00:03:10,190,"[Day, To, Remember, Have, Faith, In, Me, Victory, Metal/Hard, Rock]",2011-09-30 21:20:26,250,240,230,260,260,240,10,30,20,0,10,20,260,250,240,0,20,20,20,40,40,10,30,30,20,40,30,0,20,10,rock
5,Korn - Throw Me Away (Director_ C.J. Johnson).3gp,C.J. Johnson,"Korn: Throw Me Away
Directed by C.J. Johnson
Uploaded in 2006 - HD Version: https://youtu.be/9jystzW1EbE",960455,4.89302015305,2984,82,00:04:42,282,"[Korn, Throw, Me, Away, Music, Rock, Video, Crash, Drugs, Sad]",2006-10-15 02:18:57,20,10,0,100,80,60,110,90,70,130,110,90,140,120,100,120,100,80,140,140,120,80,60,40,150,130,110,80,80,60,rock
6,Bon Jovi-Thank You For Loving Me.3gp,華麗的一擊,Bon Jovi-Thank You For Loving Me,23084205,4.93216228485,46777,807,00:04:37,277,"[Bon, Jovi, Thank, you, for, loving, me]",2006-04-26 05:55:55,50,40,30,20,10,0,0,10,20,30,20,10,20,30,40,40,30,20,20,0,0,10,20,30,60,50,40,30,40,50,rock
7,SR-71 - Tomorrow.3gp,SR71VEVO,Music video by SR-71 performing Tomorrow. (C) 2002 BMG,1238315,4.94883918762,5017,65,00:03:47,227,"[Tomorrow, SR-71, Rock, RCA Records Label]",2009-10-25 08:21:46,50,60,70,200,220,220,40,50,60,190,210,210,210,230,230,20,10,0,30,10,10,80,100,100,80,90,110,110,130,130,rock
8,Running Up That Hill - Placebo (High Quality).3gp,4112007126,"High Quality. Placebo's version of Kate Bush's hit. 2007

""If I only could, I'd be running up that hill.
If I only could, I'd be running up that hill.""

It doesn't hurt me.
Do you want to feel how it feels?
Do you want to know that it doesn't hurt me?
Do you want to hear about the deal that I'm making?
You, it's you and me.

And if I only could,
I'd make a deal with God,
And I'd get him to swap our places,
Be running up that road,
Be running up that hill,
Be running up that building.
If I only could, oh...

You don't want to hurt me,
But see how deep the bullet lies.
Unaware I'm tearing you asunder.
Ooh, there is thunder in our hearts.

Is there so much hate for the ones we love?
Tell me, we both matter, don't we?
You, it's you and me.
It's you and me won't be unhappy.

And if I only could,
I'd make a deal with God,
And I'd get him to swap our places,
Be running up that road,
Be running up that hill,
Be running up that building,
Say, if I only could, oh...

""C'mon, baby, c'mon darling,
Let me steal this moment from you now.
C'mon, angel, c'mon, c'mon, darling,
Let's exchange the experience, oh...""

And if I only could,
I'd make a deal with God,
And I'd get him to swap our places,
Be running up that road,
Be running up that hill,
With no problems.

And if I only could,
I'd make a deal with God,
And I'd get him to swap our places,
Be running up that road,
Be running up that hill,
With no problems.

And if I only could,
I'd make a deal with God,
And I'd get him to swap our places,
Be running up that road,
Be running up that hill,
With no problems.

If I only could
Be running up that hill
With no problems...

""If I only could, I'd be running up that hill.
If I only could, I'd be running up that hill.""",16928,4.86666679382,58,2,00:04:53,293,"[Running, up, that, hill, placebo, kate, bush, lyrics, music, cover, thanos126]",2008-03-31 19:58:48,240,260,260,20,10,0,0,10,20,80,100,90,40,60,50,120,140,130,0,20,20,90,110,100,10,20,30,20,40,30,rock
9,Three Days Grace - Just Like You.3gp,ThreeDaysGraceVEVO,"Three Days Grace's official music video for 'Just Like You'. Click to listen to Three Days Grace on Spotify: http://smarturl.it/ThreeDaysGraceSpot?IQid=TDGJLU

As featured on The Collection: Three Days Grace. Click to buy the track or album via iTunes:http://smarturl.it/ThrDayGrClctiTunes?IQid=TDGJLU
Google Play: http://smarturl.it/ThrDayGrJLUplay?IQid=TDGJLU
Amazon: http://smarturl.it/ThrDayGrClctAmz?IQid=TDGJLU

More from Three Days Grace
Animal I Have Become: https://youtu.be/xqds0B_meys
I Hate Everything About You: https://youtu.be/d8ekz_CSBVg
Never Too Late: https://youtu.be/lL2ZwXj1tXM

Follow Three Days Grace
Website: http://threedaysgrace.com/
Facebook: https://www.facebook.com/threedaysgrace
Twitter: https://twitter.com/threedaysgrace
Instagram: https://instagram.com/threedaysgraceofficial/
Tumblr: http://threedaysgraceofficial.tumblr.com/

Subscribe to Three Days Grace on YouTube: http://smarturl.it/ThreeDaysGraceSub?IQid=TDGJLU

More great 00s videos here: http://smarturl.it/Alternative00?IQid=TDGJLU

---------

Lyrics:

I could be mean
I could be angry
You know I could be just like you

I could be fake
I could be stupid
You know I could be just like you

You thought you were standing beside me
You were onlyin my way
You're wrong if you think that I'll be just like you

You thought you were there to guide me
You were only in my way
You're wrong if you think that I'll be just like you
You thought you were there to guide me
You were only in my way
You're wrong if you think that I'll be just like you",35662702,4.93739509583,123018,1956,00:03:14,194,"[riff, three days grace live, hq, official, three days grace just like you, cover, rock, karaoke, download, music, just like you live, playlist, nightcore, audio, lyrics, just like you lyrics, live, music video, never too late, vevo, Sony, dirty, just like you official, palace, Rock, three days grace, album, acoustic, metal, clean, official video, Jive, guitar, single, the collection, Three Days Grace, ThreeDaysGraceVevo, Just Like You, animal]",2009-10-03 04:50:22,0,20,20,0,20,10,0,30,30,0,30,20,0,40,40,0,60,60,0,40,30,0,20,20,0,50,50,0,60,50,rock
10,Cold - Stupid Girl.3gp,ColdVEVO,Music video by Cold performing Stupid Girl. (C) 2003 Geffen Records,7991045,4.89323043823,37412,1026,00:03:34,214,"[Cold, Geffen, Pop]",2009-10-07 06:40:26,20,10,0,30,20,10,20,0,0,40,30,20,30,10,0,0,10,20,50,40,30,50,30,20,70,60,50,210,210,190,rock
11,Papa Roach - Scars.3gp,PapaRoachVEVO,Music video by Papa Roach performing Scars. (C) 2005 Geffen Records,52428013,4.90201854706,263755,6623,00:03:28,208,"[Papa, Roach, Dreamworks, Rock]",2009-10-05 07:20:23,120,110,100,110,110,90,20,10,0,90,90,70,100,90,80,30,20,10,100,100,80,130,130,110,120,120,100,150,140,130,rock
12,Motörhead - Rock Out.3gp,SPV,(c) 2008 Steamhammer,13556106,4.92083835602,49678,1003,00:02:57,177,"[Motörhead, Motorhead, Lemmy, SPV, Motörizer, Rock, Steamhammer]",2008-11-14 13:24:05,0,20,20,0,20,10,10,30,20,0,10,20,60,70,50,50,60,40,40,50,30,70,80,60,90,100,80,80,90,70,rock
13,Velvet Revolver - The Last Fight.3gp,velvetrevolverVEVO,"Velvet Revolver's official music video for 'The Last Fight'. Click to listen to Velvet Revolver on Spotify: http://smarturl.it/VelvetRSpot?IQid=VRTLF

As featured on Libertad. Click to buy the track or album via iTunes: http://smarturl.it/VelvetRLibiTunes?IQid=VRTLF
Google Play: http://smarturl.it/VelvetRTLFplay?IQid=VRTLF
Amazon: http://smarturl.it/VelvetRLibAmz?IQid=VRTLF

More from Velvet Revolver
Slither: https://youtu.be/BKz2U4fvA4U
Fall To Pieces: https://youtu.be/9JhsUFuqbCM
She Builds Quick Machines: https://youtu.be/4Hqe3jMHhvA

More great 00s videos here: http://smarturl.it/Alternative00?IQid=VRTLF

Follow Velvet Revolver
Website: www.velvetrevolver.com
Twitter: https://twitter.com/vrarmy

Subscribe to Velvet Revolver on YouTube: http://smarturl.it/VelvetRSub?IQid=VRTLF

---------

Lyrics:

Time feels like I've been back in jail
Like when I was doing time but in the can
Spend all night on a bended knee
Just to beg for something to believe
Left home with a pack of clothes without a family tree

This fight could be the last fight
No giving and no winning
One time could be the all the time
Should we decide to end the misery

Time heals all of the burned out bridges
Filled with nothing more than misery
I wear themask of the embattled son
Trying to beg for something to believe
Left home with a pack of clothes without a family tree

Break the chains of featherweights and giants
With the stain forever lasting liars
They're afraid when we spit out the fire
And start living",6044900,4.91926240921,15728,324,00:04:02,242,"[velvet revolver the last fight, velvet revolver vevo, fall to pieces, the last fight official, channel, libertad, hq, official, cover, rock, guns n roses, karaoke, download, music, Velvet Revolver, playlist, the last fight lyrics, RCA Records Label, velvet revolver official, velvet revolver live, audio, lyrics, live, music video, vevo, Sony, contraband, Rock, slither, velvet revolver lyrics, album, espanol, acoustic, alt, metal, official video]",2009-10-03 04:29:53,10,20,30,260,260,240,0,10,20,20,30,40,80,80,60,0,20,20,60,60,40,110,110,90,50,50,30,110,100,80,rock
14,Blue October - Calling You.3gp,BlueOctoberVEVO,"Music video by Blue October performing Calling You. (C) 2007 Universal Motown Records, a division of UMG Recordings, Inc.",6067454,4.88823413849,28875,830,00:04:10,250,"[Blue, October, Universal, Rock]",2009-11-23 18:22:04,50,70,70,40,60,60,30,50,50,0,20,10,0,20,20,20,40,30,40,60,50,40,50,60,60,80,70,10,30,20,rock
15,Cold - Just Got Wicked.3gp,ColdVEVO,Music video by Cold performing Just Got Wicked. (C) 2000 Interscope Records,1481179,4.9139456749,6413,141,00:04:05,245,"[Cold, GEFFEN, Rock]",2009-10-08 20:30:27,80,60,50,70,60,50,60,50,40,100,70,60,80,70,60,50,40,30,110,80,70,110,160,180,100,90,70,30,20,10,rock
16,Shinedown - Save Me (Video).3gp,Atlantic Records,"Artist: Shinedown
Label: Atlantic Records",11871467,4.90567827225,58344,1409,00:03:32,212,"[Warner Music, Atlantic Records]",2009-10-29 21:20:20,0,10,20,0,20,20,10,30,30,0,30,30,20,40,40,90,50,40,0,20,30,50,70,70,10,20,30,10,30,20,rock
17,NEW MEDICINE - Laid [OFFICIAL MUSIC VIDEO].mp4,photofinishrecords,"Watch the new video ""Race You To The Bottom"" here: http://www.youtube.com/watch?v=Rre7zGsuK8s

https://itunes.apple.com/us/album/race-you-to-the-bottom/id676263333

From the debut album RACE YOU TO THE BOTTOM
Available now on Photo Finish Records

http://NewMedicineROCK.com

Directed by : McFarland & Pecci
Produced by: Ian McFarland
Production Company: Killswitch Productions

For More Music From New Medicine Head Here: http://PFR.ec/NewMedicineMusic

© 2010 Photo Finish Records",619432,4.82068967819,3324,156,00:03:49,229,"[new medicine, laid, the takeover, race you to the bottom, resolve to fight, avenged sevenfold, hollywood undead, halestorm, uproar, used, live, concert, official, music video, New Medicine, The Used, Lyrics, Music, mp3, free, download, Album, song, full, lyric, full song, tour, Song Lyrics, Full Song, drinking song, official music video]",2010-07-16 19:36:40,20,0,0,0,10,20,20,10,0,0,10,30,30,0,0,20,20,0,0,20,0,30,10,0,10,20,0,40,0,0,rock
18,Korn - Thoughtless.3gp,KornVEVO,"Korn's official music video for 'Thoughtless'. Click to listen to Korn on Spotify: http://smarturl.it/KornSpotify1?IQid=KornTho

As featured on Untouchables. Click to buy the track or album via iTunes: http://smarturl.it/KornUniTunes?IQid=KornTho
Google Play: http://smarturl.it/KornThoPlay?IQid=KornTho
Amazon: http://smarturl.it/KornUnAmazon?IQid=KornTho

More from Korn
Falling Away From Me: https://youtu.be/2s3iGpDqQpQ
Did My Time: https://youtu.be/xmOOGeZE-aE
Freak On A Leash: https://youtu.be/jRGrNDV2mKc

More great 90's Alternative videos here: http://smarturl.it/Alternative90?IQid=KornTho

Follow Korn
Website: http://www.korn.com
Facebook: https://www.facebook.com/korn
Twitter: https://twitter.com/korn
Instagram: https://instagram.com/korn_official/

Subscribe to Korn on YouTube: http://smarturl.it/KornSub?IQid=KornTho

---------

Lyrics:

Thumbing through the pages of my fantasies 
Pushing all the mercy down, down, down 
I wanna see you try to take a swing at me 
Come on, gonna put you on the ground, ground, ground 

Why are you trying to make fun of me? 
You think it's funny? 
What the fuck you think it's doing to me? 
You take your turn lashing out at me 
I want you crying with your dirty ass in front of me 

All of my hate cannot be found 
I will not be drowned by your thoughtless scheming 
So you can try to tear me down 
Beat me to the ground 
I will see you screaming",19554100,4.90064287186,83582,2129,00:04:41,281,"[blind, twisted transistor, thoughtless remix, coming undone, thoughtless lyrics, got the life, thoughtless, official, hq, cover, a.d.i.d.a.s, karaoke, word up, download, korn, music, thoughtless official music video, clown, thoughtless cover, here to stay, thoughtless unplugged, thoughtless live, lyrics, music video, live, vevo, Sony, Epic/Immortal, make me bad, Korn, album, acoustic, official video, falling away from me, hater, single, Pop]",2009-10-25 08:31:00,20,10,0,30,20,10,60,40,20,40,20,10,40,30,20,50,40,30,20,0,0,70,50,30,50,30,10,50,30,20,rock
19,Limp Bizkit - My Way.3gp,LimpBizkitVEVO,Music video by Limp Bizkit performing My Way. (C) 2000 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.,66681879,4.85990428925,232318,8432,00:04:55,295,"[Limp, Bizkit, INTERSCOPE, Rock]",2009-10-05 14:20:24,10,20,0,20,0,0,20,20,0,20,30,10,30,40,20,20,10,0,40,50,20,40,50,30,60,60,30,50,50,30,rock
20,Bon Jovi - (You Want To) Make A Memory.3gp,BonJoviVEVO,"Music video by Bon Jovi performing (You Want To) Make A Memory. YouTube view counts pre-VEVO: 7,589,998. (C) 2007 UMG Recordings, Inc.",21615831,4.92765045166,70899,1306,00:04:03,243,"[Bon, Jovi, Mercury, Rock]",2009-12-14 04:20:25,0,20,20,0,10,20,0,20,10,0,30,30,0,20,0,20,0,0,0,20,30,0,40,40,0,30,20,10,30,30,rock
21,Killswitch Engage - Holy Diver [OFFICIAL VIDEO].3gp,Roadrunner Records,"Killswitch Engage's music video for 'Holy Diver' - available now on Roadrunner Records. 

- CD: http://smarturl.it/DisarmDescentCD
- iTunes: http://smarturl.it/kse-disarm
- Stream: http://smarturl.it/DisarmDescentStream

Site: http://www.killswitchengage.com/
Facebook: https://www.facebook.com/killswitchengage
Twitter: https://twitter.com/kseofficial
Instagram: http://instagram.com/killswitchengage

LYRICS
Yeah, yeah

Holy Diver
You've been down too long in the midnight sea
Oh, what's becoming of me?

Ride the tiger
You can see his stripes but you know he's clean
Oh, don't you see what I mean?

Gotta get away
Holy Diver
YEAH
(YEAH)

Shiny diamonds
Like the eyes of a cat in the black and blue
Something is coming for you - look out!

Race for the morning
You can hide in the sun 'till you see the light
Oh, we will pray it's all right

Gotta get away - get away

Between the velvet lies
There's a truth that's hard as steel
The vision never dies
Life's a never ending wheel - yeah!

Holy Diver
You're the star of the masquerade
No need to look so afraid

Jump, Jump
Jump on the tiger
You can feel his heart but you know he's mean
Some light can never be seen - yeah!

(Holy Diver...)
Holy Diver
You've been down too long in the midnight sea
Oh, what's becoming of me? - No? Yeah!

Ride the tiger
You can see his stripes but you know he's clean
Oh, don't you see what I mean?

Gotta get away, get away (get away!)
Gotta get away, get away - yeah, yeah

Holy Diver, sole survivor
Your heart is clean
Yeah, Holy Diver (Holy diver)
Holy Diver (Holy Diver)

You're caught in the middle coming after you, Holy Diver

Oh, Holy Diver (Holy Diver)
Get away, get away, get away - come on!",19984166,4.78653335571,88248,4975,00:04:16,256,"[Killswitch Engage (Musical Group), Holy Diver (Composition), Rock Music (Musical Genre), Heavy Metal (Musical Genre), Metalcore (Musical Genre), As Daylight Dies (Musical Album), Howard Jones (Musical Artist), Adam Dutkiewicz (Record Producer), Mike D'Antonio (Musical Artist), Joel Stroetzel (Musical Artist), Roadrunner Records (Record Label), Dio (Musical Group), Rock And Roll (Musical Genre)]",2009-10-27 01:20:43,20,0,0,30,0,0,40,0,0,50,0,0,20,10,0,30,10,0,60,0,0,20,0,0,70,0,0,40,10,0,rock
22,Andrew W.K. - Party Hard.3gp,AndrewWKVEVO,Music video by Andrew W.K. performing Party Hard. (C) 2001,10687338,4.79064464569,46678,2578,00:03:25,205,"[Andrew, W.K., Island, Records, Rock]",2009-06-16 22:18:54,0,20,10,0,20,0,0,30,10,0,30,20,0,20,20,0,40,20,0,10,20,0,50,30,0,40,30,0,30,30,rock
23,KITTIE Cut Throat (new 2009!) Official Video.3gp,kittiechannel,"Kittie's first single from the new album ""In The Black"" out September 15th 2009",2218947,4.87744283676,12054,381,00:02:55,175,"[KITTIE, sorrow, know, in, the, black, morgan, lander, mercedes, tara, mcleod, ivy, vujic, spit, brackish, oracle, metal, unti, end, funeral, for, yesterday, what, always, wanted]",2009-09-06 11:59:13,30,20,10,40,30,20,50,40,30,20,10,0,60,50,30,70,60,50,50,40,20,60,50,40,80,70,60,100,90,80,rock
